id;branche;geltungsbereich;persoenlich;ausbildungsjahr;entgelt;ab;hinweise
621;"Garten-, Landschafts- und Sportplatzbau";deutschlandweit;"alle Auszubildenden mit 2-jährigem Vertrag ab 18 Jahren";1.;900;2020-07-01;
624;"Garten-, Landschafts- und Sportplatzbau";deutschlandweit;"alle Auszubildenden mit 2-jährigem Vertrag ab 18 Jahren";2.;1100;2020-07-01;
627;Gartenbaugewerbe;"Berlin und Brandenburg";"alle Auszubildenden";1.;660;2021-09-01;
630;Gartenbaugewerbe;"Berlin und Brandenburg";"alle Auszubildenden";2.;740;2021-09-01;
633;Gartenbaugewerbe;"Berlin und Brandenburg";"alle Auszubildenden";3.;770;2021-09-01;
636;Gebäudereinigerhandwerk;deutschlandweit;"gewerblich Auszubildende";1.;830;2022-01-01;
639;Gebäudereinigerhandwerk;deutschlandweit;"gewerblich Auszubildende";2.;965;2022-01-01;
642;Gebäudereinigerhandwerk;deutschlandweit;"gewerblich Auszubildende";3.;1125;2022-01-01;
663;Gerüstbauerhandwerk;deutschlandweit;"auszubildende Gerüstbauer";1.;915;2021-10-01;
666;Gerüstbauerhandwerk;deutschlandweit;"auszubildende Gerüstbauer";2.;1135;2021-10-01;
669;Gerüstbauerhandwerk;deutschlandweit;"auszubildende Gerüstbauer";3.;1405;2021-10-01;
672;Gipsindustrie;"neue Bundesländer und Berlin";"kaufmännisch/ technisch Auszubildende";1.;830;2021-01-01;
675;Gipsindustrie;"neue Bundesländer und Berlin";"kaufmännisch/ technisch Auszubildende";2.;890;2021-01-01;
678;Gipsindustrie;"neue Bundesländer und Berlin";"kaufmännisch/ technisch Auszubildende";3.;960;2021-01-01;
681;Gipsindustrie;"neue Bundesländer und Berlin";"kaufmännisch/ technisch Auszubildende";4.;980;2021-01-01;
684;Glaserhandwerk;Berlin;"Auszubildende im Handwerk";1.;550;2017-09-01;
687;Glaserhandwerk;Berlin;"Auszubildende im Handwerk";2.;660;2017-09-01;
690;Glaserhandwerk;Berlin;"Auszubildende im Handwerk";3.;790;2017-09-01;
693;Glaserhandwerk;Brandenburg;;;;1970-01-01;"keine tarifvertraglichen Regelungen"
708;Glasindustrie;"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";1.;780;2021-04-01;
711;Glasindustrie;"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";2.;830;2021-04-01;
714;Glasindustrie;"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";3.;930;2021-04-01;
717;Glasindustrie;"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";4.;1040;2021-04-01;
696;"Glasindustrie, Flachglas";"alte Bundesländer einschließlich Berlin-West";"alle Auszubildenden";1.;935;2020-08-01;
699;"Glasindustrie, Flachglas";"alte Bundesländer einschließlich Berlin-West";"alle Auszubildenden";2.;985;2020-08-01;
702;"Glasindustrie, Flachglas";"alte Bundesländer einschließlich Berlin-West";"alle Auszubildenden";3.;1080;2020-08-01;
705;"Glasindustrie, Flachglas";"alte Bundesländer einschließlich Berlin-West";"alle Auszubildenden";4.;1145;2020-08-01;
720;"Graveure, Galvaniseure, Metallbildner";"deutschlandweit (ohne Hamburg)";"Auszubildende im Galvaniseur-Handwerk";1.;820;2022-03-01;
723;"Graveure, Galvaniseure, Metallbildner";"deutschlandweit (ohne Hamburg)";"Auszubildende im Galvaniseur-Handwerk";2.;850;2022-03-01;
726;"Graveure, Galvaniseure, Metallbildner";"deutschlandweit (ohne Hamburg)";"Auszubildende im Galvaniseur-Handwerk";3.;910;2022-03-01;
729;"Graveure, Galvaniseure, Metallbildner";"deutschlandweit (ohne Hamburg)";"Metallbildner und Graveure";1.;800;2022-03-01;
732;"Graveure, Galvaniseure, Metallbildner";"deutschlandweit (ohne Hamburg)";"Metallbildner und Graveure";2.;830;2022-03-01;
735;"Graveure, Galvaniseure, Metallbildner";"deutschlandweit (ohne Hamburg)";"Metallbildner und Graveure";3.;890;2022-03-01;
738;"Groß- und/oder Außenhandel und Dienstleistungen";Berlin;"alle Auszubildenden";1.;970.14;2020-09-01;
741;"Groß- und/oder Außenhandel und Dienstleistungen";Berlin;"alle Auszubildenden";2.;1067.17;2020-09-01;
744;"Groß- und/oder Außenhandel und Dienstleistungen";Berlin;"alle Auszubildenden";3.;1162.01;2020-09-01;
747;"Groß- und/oder Außenhandel und Dienstleistungen";Brandenburg;"alle Auszubildenden";1.;953.5;2020-09-01;
750;"Groß- und/oder Außenhandel und Dienstleistungen";Brandenburg;"alle Auszubildenden";2.;1049.41;2020-09-01;
753;"Groß- und/oder Außenhandel und Dienstleistungen";Brandenburg;"alle Auszubildenden";3.;1140.73;2020-09-01;
768;"Heizung – Klima – Sanitär";Brandenburg;"alle Auszubildenden";1.;560;2020-10-01;"je nach Leistungsdurch-schnitt besser als 2,7 gibt es ab dem 1. Ausbildungs-jahr eine monatl. Zulage zw. 40,00 und 100,00 €"
771;"Heizung – Klima – Sanitär";Brandenburg;"alle Auszubildenden";2.;610;2020-10-01;"je nach Leistungsdurch-schnitt besser als 2,7 gibt es ab dem 1. Ausbildungs-jahr eine monatl. Zulage zw. 40,00 und 100,00 €"
774;"Heizung – Klima – Sanitär";Brandenburg;"alle Auszubildenden";3.;660;2020-10-01;"je nach Leistungsdurch-schnitt besser als 2,7 gibt es ab dem 1. Ausbildungs-jahr eine monatl. Zulage zw. 40,00 und 100,00 €"
777;"Heizung – Klima – Sanitär";Brandenburg;"alle Auszubildenden";4.;710;2020-10-01;"je nach Leistungsdurch-schnitt besser als 2,7 gibt es ab dem 1. Ausbildungs-jahr eine monatl. Zulage zw. 40,00 und 100,00 €"
756;"Heizung – Klima – Sanitär";Berlin;"alle Auszubildenden";1.;725;2021-09-01;
759;"Heizung – Klima – Sanitär";Berlin;"alle Auszubildenden";2.;800;2021-09-01;
762;"Heizung – Klima – Sanitär";Berlin;"alle Auszubildenden";3.;850;2021-09-01;
765;"Heizung – Klima – Sanitär";Berlin;"alle Auszubildenden";4.;925;2021-09-01;
780;"Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";1.;767;2021-07-01;
783;"Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";2.;818;2021-07-01;
786;"Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";3.;868;2021-07-01;
789;"Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";4.;918;2021-07-01;
792;"Hotel- und Gaststättengewerbe";Berlin;"alle Auszubildenden";1.;850;2022-01-01;
795;"Hotel- und Gaststättengewerbe";Berlin;"alle Auszubildenden";2.;1000;2022-01-01;
798;"Hotel- und Gaststättengewerbe";Berlin;"alle Auszubildenden";3.;1100;2022-01-01;
801;"Hotel- und Gaststättengewerbe";Brandenburg;"alle Auszubildenden";1.;700;2019-01-01;
804;"Hotel- und Gaststättengewerbe";Brandenburg;"alle Auszubildenden";2.;800;2019-01-01;
807;"Hotel- und Gaststättengewerbe";Brandenburg;"alle Auszubildenden";3.;950;2019-01-01;
810;Kalksandsteinindustrie;deutschlandweit;"alle Auszubildenden";1.;841;2021-05-01;
813;Kalksandsteinindustrie;deutschlandweit;"alle Auszubildenden";2.;911;2021-05-01;
816;Kalksandsteinindustrie;deutschlandweit;"alle Auszubildenden";3.;1054;2021-05-01;
819;Kalksandsteinindustrie;deutschlandweit;"alle Auszubildenden";4.;1148;2021-05-01;
822;Kautschukindustrie;"Berlin und Brandenburg";"alle Auszubildenden";1.;902;2022-04-01;
825;Kautschukindustrie;"Berlin und Brandenburg";"alle Auszubildenden";2.;970;2022-04-01;
828;Kautschukindustrie;"Berlin und Brandenburg";"alle Auszubildenden";3.;1022;2022-04-01;
831;Kautschukindustrie;"Berlin und Brandenburg";"alle Auszubildenden";4.;1.066;2022-04-01;
834;Kraftfahrzeuggewerbe;Berlin;"alle Auszubildenden";1.;780;2021-08-01;
837;Kraftfahrzeuggewerbe;Berlin;"alle Auszubildenden";2.;800;2021-08-01;
840;Kraftfahrzeuggewerbe;Berlin;"alle Auszubildenden";3.;850;2021-08-01;
843;Kraftfahrzeuggewerbe;Berlin;"alle Auszubildenden";4.;890;2021-08-01;
846;Kraftfahrzeuggewerbe;Brandenburg;"alle Auszubildenden";1.;780;2021-08-01;
849;Kraftfahrzeuggewerbe;Brandenburg;"alle Auszubildenden";2.;800;2021-08-01;
852;Kraftfahrzeuggewerbe;Brandenburg;"alle Auszubildenden";3.;820;2021-08-01;
855;Kraftfahrzeuggewerbe;Brandenburg;"alle Auszubildenden";4.;860;2021-08-01;
858;"Kunststoff verarbeitende Industrie 1
s. auch Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";1.;792;2021-08-01;"Arbeitgeber- und Wirtschaftsverband Kunststoff verarbeitende Industrie in Berlin und Brandenburg e.V."
861;"Kunststoff verarbeitende Industrie 1
s. auch Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";2.;848;2021-08-01;"Arbeitgeber- und Wirtschaftsverband Kunststoff verarbeitende Industrie in Berlin und Brandenburg e.V."
864;"Kunststoff verarbeitende Industrie 1
s. auch Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";3.;910;2021-08-01;"Arbeitgeber- und Wirtschaftsverband Kunststoff verarbeitende Industrie in Berlin und Brandenburg e.V."
867;"Kunststoff verarbeitende Industrie 1
s. auch Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";4.;972;2021-08-01;"Arbeitgeber- und Wirtschaftsverband Kunststoff verarbeitende Industrie in Berlin und Brandenburg e.V."
870;"Kunststoff verarbeitende Industrie 2
s. auch Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";1.;801;2020-01-01;"Arbeitgeberverband Nordostchemie e.V., Fachabteilung Kunststoff verarbeitende Industrie"
873;"Kunststoff verarbeitende Industrie 2
s. auch Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";2.;849;2020-01-01;"Arbeitgeberverband Nordostchemie e.V., Fachabteilung Kunststoff verarbeitende Industrie"
876;"Kunststoff verarbeitende Industrie 2
s. auch Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";3.;913;2020-01-01;"Arbeitgeberverband Nordostchemie e.V., Fachabteilung Kunststoff verarbeitende Industrie"
879;"Kunststoff verarbeitende Industrie 2
s. auch Holz und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";4.;981;2020-01-01;"Arbeitgeberverband Nordostchemie e.V., Fachabteilung Kunststoff verarbeitende Industrie"
882;"Lampenschirmindustrie und Wohnraumleuchten- und Zubehörindustrie";deutschlandweit;"alle Auszubildenden";1.;615;2019-03-01;
885;"Lampenschirmindustrie und Wohnraumleuchten- und Zubehörindustrie";deutschlandweit;"alle Auszubildenden";2.;730;2019-03-01;
888;"Lampenschirmindustrie und Wohnraumleuchten- und Zubehörindustrie";deutschlandweit;"alle Auszubildenden";3.;870;2019-03-01;
891;"Lampenschirmindustrie und Wohnraumleuchten- und Zubehörindustrie";deutschlandweit;"alle Auszubildenden";4.;1015;2019-03-01;
894;"Land- und Forstwirtschaft";Brandenburg;"alle Auszubildenden";1.;621;2014-07-01;
897;"Land- und Forstwirtschaft";Brandenburg;"alle Auszubildenden";1.;681;2014-07-01;
900;"Land- und Forstwirtschaft";Brandenburg;"alle Auszubildenden";2.;678.5;2014-07-01;
903;"Land- und Forstwirtschaft";Brandenburg;"alle Auszubildenden";2.;744.5;2014-07-01;
906;"Land- und Forstwirtschaft";Brandenburg;"alle Auszubildenden";3.;741.75;2014-07-01;
909;"Land- und Forstwirtschaft";Brandenburg;"alle Auszubildenden";3.;811.75;2014-07-01;"bei einem Notendurchschnitt von 1,0 bis 2,5 gilt der zweite Wert"
912;"Ländliche Dienstleistungen, Transport und Handel, Agro-Service-Unternehmen";Brandenburg;"alle Auszubildenden von Betrieben des Agroservice und Lohnunternehmerverband Nordost e.V.-LG Brandenburg";1.;575;2016-06-01;"plus leistungs-abhängige Jahresvergütung nach Notendurchschnitt"
915;"Ländliche Dienstleistungen, Transport und Handel, Agro-Service-Unternehmen";Brandenburg;"alle Auszubildenden von Betrieben des Agroservice und Lohnunternehmerverband Nordost e.V.-LG Brandenburg";2.;625;2016-06-01;"plus leistungs-abhängige Jahresvergütung nach Notendurchschnitt"
918;"Ländliche Dienstleistungen, Transport und Handel, Agro-Service-Unternehmen";Brandenburg;"alle Auszubildenden von Betrieben des Agroservice und Lohnunternehmerverband Nordost e.V.-LG Brandenburg";3.;700;2016-06-01;"plus leistungs-abhängige Jahresvergütung nach Notendurchschnitt"
921;Landmaschinenmechanikerhandwerk;Brandenburg;"alle Auszubildenden";1.;570;2019-01-01;"Empfehlung des VLT Brandenburg"
924;Landmaschinenmechanikerhandwerk;Brandenburg;"alle Auszubildenden";2.;620;2019-01-01;"Empfehlung des VLT Brandenburg"
927;Landmaschinenmechanikerhandwerk;Brandenburg;"alle Auszubildenden";3.;670;2019-01-01;"Empfehlung des VLT Brandenburg"
930;Landmaschinenmechanikerhandwerk;Brandenburg;"alle Auszubildenden";4.;720;2019-01-01;"Empfehlung des VLT Brandenburg"
933;"Lederwarenindustrie und Kunststoffwaren- und Kofferindustrie";deutschlandweit;"alle Auszubildenden";1.;880;2021-02-01;
936;"Lederwarenindustrie und Kunststoffwaren- und Kofferindustrie";deutschlandweit;"alle Auszubildenden";2.;920;2021-02-01;
939;"Lederwarenindustrie und Kunststoffwaren- und Kofferindustrie";deutschlandweit;"alle Auszubildenden";3.;950;2021-02-01;
942;"Lederwarenindustrie und Kunststoffwaren- und Kofferindustrie";deutschlandweit;"alle Auszubildenden";4.;1000;2021-02-01;
945;"Maler- und Lackiererhandwerk";deutschlandweit;"alle Auszubildenden";1.;710;2021-08-01;
948;"Maler- und Lackiererhandwerk";deutschlandweit;"alle Auszubildenden";2.;780;2021-08-01;
951;"Maler- und Lackiererhandwerk";deutschlandweit;"alle Auszubildenden";3.;945;2021-08-01;
30;"Medizinische Fachangestellte/Arzthelferinnen";deutschlandweit;"auszubildende Arzthelfer/innen";1.;900;2022-01-01;
33;"Medizinische Fachangestellte/Arzthelferinnen";deutschlandweit;"auszubildende Arzthelfer/innen";2.;965;2022-01-01;
36;"Medizinische Fachangestellte/Arzthelferinnen";deutschlandweit;"auszubildende Arzthelfer/innen";3.;1035;2022-01-01;
978;"Metall- und Elektroindustrie";"Berlin und Brandenburg";"alle Auszubildenden";1.;1005;2018-04-01;
981;"Metall- und Elektroindustrie";"Berlin und Brandenburg";"alle Auszubildenden";2.;1063;2018-04-01;
984;"Metall- und Elektroindustrie";"Berlin und Brandenburg";"alle Auszubildenden";3.;1122;2018-04-01;
987;"Metall- und Elektroindustrie";"Berlin und Brandenburg";"alle Auszubildenden";4.;1177;2018-04-01;
954;Metallhandwerk;Berlin;"alle Auszubildenden";1.;650;2021-01-01;
957;Metallhandwerk;Berlin;"alle Auszubildenden";2.;700;2021-01-01;
960;Metallhandwerk;Berlin;"alle Auszubildenden";3.;800;2021-01-01;
963;Metallhandwerk;Berlin;"alle Auszubildenden";4.;900;2021-01-01;
966;Metallhandwerk;Brandenburg;"alle Auszubildenden";1.;650;2021-01-01;
969;Metallhandwerk;Brandenburg;"alle Auszubildenden";2.;700;2021-01-01;
972;Metallhandwerk;Brandenburg;"alle Auszubildenden";3.;800;2021-01-01;
975;Metallhandwerk;Brandenburg;"alle Auszubildenden";4.;900;2021-01-01;
990;Miederindustrie;deutschlandweit;"alle Auszubildenden";1.;822;2021-03-01;
993;Miederindustrie;deutschlandweit;"alle Auszubildenden";2.;924;2021-03-01;
996;Miederindustrie;deutschlandweit;"alle Auszubildenden";3.;1.056;2021-03-01;
999;Miederindustrie;deutschlandweit;"alle Auszubildenden";4.;1199;2021-03-01;
1002;Milchwirtschaft;"neue Bundesländer und Berlin";"auszubildende Molkereifachleute u. Handwerker + kaufmännisch u. labortechnisch Auszubildende";1.;916.16;2020-10-01;
1005;Milchwirtschaft;"neue Bundesländer und Berlin";"auszubildende Molkereifachleute u. Handwerker + kaufmännisch u. labortechnisch Auszubildende";2.;1004.35;2020-10-01;
1008;Milchwirtschaft;"neue Bundesländer und Berlin";"auszubildende Molkereifachleute u. Handwerker + kaufmännisch u. labortechnisch Auszubildende";3.;1140.95;2020-10-01;
1011;Milchwirtschaft;"neue Bundesländer und Berlin";"auszubildende Molkereifachleute u. Handwerker + kaufmännisch u. labortechnisch Auszubildende";4.;1.22;2020-10-01;
1014;Mineralbrunnenindustrie;"Berlin-Ost und Brandenburg";"alle Auszubildenden";1.;500.78;2005-07-01;
1017;Mineralbrunnenindustrie;"Berlin-Ost und Brandenburg";"alle Auszubildenden";2.;553.58;2005-07-01;
1020;Mineralbrunnenindustrie;"Berlin-Ost und Brandenburg";"alle Auszubildenden";3.;655.22;2005-07-01;
1026;"Mühlenwirtschaft (Getreidemühlen)";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";2.;550;2010-02-01;
1029;"Mühlenwirtschaft (Getreidemühlen)";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";3.;650;2010-02-01;
1032;"Mühlenwirtschaft (Getreidemühlen)";Berlin-West;;;;1970-01-01;"keine tarifvertraglichen Regelungen"
1023;"Mühlenwirtschaft (Getreidemühlen)";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";1.;450;2010-02-01;
1035;Nahrungsfette-Industrie;"alte Bundesländer einschließlich Berlin-West";"gewerblich Auszubildende";1.;700;2014-08-01;
1038;Nahrungsfette-Industrie;"alte Bundesländer einschließlich Berlin-West";"gewerblich Auszubildende";2.;776;2014-08-01;
1041;Nahrungsfette-Industrie;"alte Bundesländer einschließlich Berlin-West";"gewerblich Auszubildende";3.;910;2014-08-01;
1044;Nahrungsfette-Industrie;"alte Bundesländer einschließlich Berlin-West";"gewerblich Auszubildende";4.;1038;2014-08-01;
1047;Nahrungsfette-Industrie;"Berlin-Ost und Brandenburg";;;;1970-01-01;"keine tarifvertraglichen Regelungen"
1050;Omnibusunternehmen;Berlin;;1.;;2019-07-01;"28 v.H. des Entgelts der jeweiligen Facharbeitervergütung"
1053;Omnibusunternehmen;Berlin;;2.;;2019-07-01;"33 v.H. des Entgelts der jeweiligen Facharbeitervergütung"
1056;Omnibusunternehmen;Berlin;;3.;;2019-07-01;"38 v.H. des Entgelts der jeweiligen Facharbeitervergütung"
1059;Omnibusunternehmen;Berlin;;4.;;2019-07-01;"43 v.H. des Entgelts der jeweiligen Facharbeitervergütung"
1062;Orthopädieschuhmacherhandwerk;Berlin;"gewerblich Auszubildende";1.;317;2000-07-01;
1065;Orthopädieschuhmacherhandwerk;Berlin;"gewerblich Auszubildende";2.;373.24;2000-07-01;
1068;Orthopädieschuhmacherhandwerk;Berlin;"gewerblich Auszubildende";3.;414.15;2000-07-01;
1071;Orthopädieschuhmacherhandwerk;Berlin;"gewerblich Auszubildende";4.;452.49;2000-07-01;
1074;"Papier, Pappe und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";1.;1000;2021-05-01;
1077;"Papier, Pappe und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";2.;1080;2021-05-01;
1080;"Papier, Pappe und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";3.;1160;2021-05-01;
1083;"Papier, Pappe und Kunststoffe verarbeitende Industrie";"Berlin und Brandenburg";"alle Auszubildenden";4.;1240;2021-05-01;
1086;"Papier, Pappen, Zellstoff und Holzstoff erzeugende Industrie";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";1.;995;2022-03-01;
1089;"Papier, Pappen, Zellstoff und Holzstoff erzeugende Industrie";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";2.;1055;2022-03-01;
1092;"Papier, Pappen, Zellstoff und Holzstoff erzeugende Industrie";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";3.;1115;2022-03-01;
1095;"Papier, Pappen, Zellstoff und Holzstoff erzeugende Industrie";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";4.;1175;2022-03-01;
1098;"Papier, Pappen, Zellstoff und Holzstoff erzeugende Industrie";Berlin-West;;;;1970-01-01;"s. Papier, Pappe und Kunststoffe verarbeitende Industrie"
1101;"Parkettlegerhandwerk und Bodenlegergewerbe";deutschlandweit;"alle Auszubildenden";1.;630;2021-01-01;
1104;"Parkettlegerhandwerk und Bodenlegergewerbe";deutschlandweit;"alle Auszubildenden";2.;680;2021-01-01;
1107;"Parkettlegerhandwerk und Bodenlegergewerbe";deutschlandweit;"alle Auszubildenden";3.;750;2021-01-01;
1119;"Private Hauswirtschaft";deutschlandweit;"hauswirtschaftlich Auszubildende";1.;835.09;2021-04-01;"Abschluss mit Berufsverband Katholischer Arbeitnehmerinnen in der Hauswirtschaft"
1122;"Private Hauswirtschaft";deutschlandweit;"hauswirtschaftlich Auszubildende";2.;899.07;2021-04-01;"Abschluss mit Berufsverband Katholischer Arbeitnehmerinnen in der Hauswirtschaft"
1125;"Private Hauswirtschaft";deutschlandweit;"hauswirtschaftlich Auszubildende";3.;1027.02;2021-04-01;"Abschluss mit Berufsverband Katholischer Arbeitnehmerinnen in der Hauswirtschaft"
1110;"Private Hauswirtschaft / Dienstleistungszentren";"Berlin und Brandenburg";"alle Auszubildenden";1.;860;2021-01-01;"Abschluss des DHB Netzwerk Haushalt, Landesverband Berlin/Brandenburg e.V."
1113;"Private Hauswirtschaft / Dienstleistungszentren";"Berlin und Brandenburg";"alle Auszubildenden";2.;890;2021-01-01;"Abschluss des DHB Netzwerk Haushalt, Landesverband Berlin/Brandenburg e.V."
1116;"Private Hauswirtschaft / Dienstleistungszentren";"Berlin und Brandenburg";"alle Auszubildenden";3.;970;2021-01-01;"Abschluss des DHB Netzwerk Haushalt, Landesverband Berlin/Brandenburg e.V."
1128;"Raumausstatter-, Sattler-, Feintäschnerhandwerk";deutschlandweit;"hauswirtschaftlich Auszubildende";1.;610;2021-08-01;
1131;"Raumausstatter-, Sattler-, Feintäschnerhandwerk";deutschlandweit;"hauswirtschaftlich Auszubildende";2.;700;2021-08-01;
1134;"Raumausstatter-, Sattler-, Feintäschnerhandwerk";deutschlandweit;"hauswirtschaftlich Auszubildende";3.;800;2021-08-01;
1137;"Rechtsanwalts- und Notariatskanzleien";Berlin-West;"dem Kanzleibedarf entsprechende Auszubildende";1.;515;2003-04-01;
1140;"Rechtsanwalts- und Notariatskanzleien";Berlin-West;"dem Kanzleibedarf entsprechende Auszubildende";2.;575;2003-04-01;
1143;"Rechtsanwalts- und Notariatskanzleien";Berlin-West;"dem Kanzleibedarf entsprechende Auszubildende";3.;640;2003-04-01;
1146;"Rechtsanwalts- und Notariatskanzleien";Berlin-Ost;"dem Kanzleibedarf entsprechende Auszubildende";1.;463.5;2003-04-01;
1149;"Rechtsanwalts- und Notariatskanzleien";Berlin-Ost;"dem Kanzleibedarf entsprechende Auszubildende";2.;517.5;2003-04-01;
1152;"Rechtsanwalts- und Notariatskanzleien";Berlin-Ost;"dem Kanzleibedarf entsprechende Auszubildende";3.;576;2003-04-01;
1155;"Rechtsanwalts- und Notariatskanzleien";Brandenburg;;;;1970-01-01;"keine tarifvertraglichen Regelungen"
